AL	emerald mountain	32.448	-86.094	16	0
AL	enterprise	31.327	-85.844	31	1
AL	epes	32.695	-88.142	7	1
AL	equality	32.766	-86.123	5	0
AL	ethelsville	33.414	-88.216	1	1
AL	eufaula	31.91	-85.153	60	1
AL	eunola	31.031	-85.834	2	0
AL	eutaw	32.846	-87.9	12	1
AL	eva	34.327	-86.765	4	1
AL	evergreen	31.433	-86.976	20	1
AL	excel	31.426	-87.344	2	1
AL	fairfield	33.475	-86.919	3	1
AL	fairford	31.178	-88.073	3	0
AL	fairhope	30.521	-87.879	15	1
AL	fairview	34.25	-86.678	2	1
AL	falkville	34.377	-86.91	4	1
AL	faunsdale	32.458	-87.594	0	1
AL	fayette	33.694	-87.831	9	1
AL	fayetteville	33.168	-86.443	17	0
AL	fitzpatrick	32.21	-85.874	4	0
AL	five points	33.017	-85.352	1	1
AL	flomaton	31.015	-87.256	5	1
AL	florala	31.022	-86.318	11	1
AL	florence	34.83	-87.666	27	1
AL	foley	30.397	-87.664	33	1
AL	forestdale	33.574	-86.9	7	0
AL	forkland	32.647	-87.867	3	1
AL	franklin	32.453	-85.785	15	1
AL	fredonia	32.984	-85.292	12	0
AL	frisco city	31.439	-87.404	4	1
AL	fruitdale	31.35	-88.411	4	0
AL	fruithurst	33.73	-85.431	1	1
AL	ft deposit	31.986	-86.566	6	1
AL	ft payne	34.457	-85.689	56	1
AL	ft rucker	31.343	-85.716	11	0
AL	fulton	31.791	-87.744	2	1
AL	fultondale	33.617	-86.801	12	1
AL	fyffe	34.449	-85.905	5	1
AL	gadsden	34.007	-86.016	37	1
AL	gainesville	32.815	-88.161	2	1
AL	gallant	34.001	-86.23	14	0
AL	gantt	31.411	-86.484	1	1
AL	garden city	34.015	-86.749	2	1
AL	gardendale	33.677	-86.81	23	1
AL	gaylesville	34.267	-85.561	1	1
AL	geiger	32.869	-88.318	1	1
AL	geneva	31.045	-85.877	16	1
AL	georgiana	31.639	-86.747	6	1
AL	geraldine	34.359	-86.003	4	1
AL	gilbertown	31.866	-88.308	11	1
AL	glen allen	33.892	-87.733	7	1
AL	glencoe	33.948	-85.934	17	1
AL	glenwood	31.671	-86.174	1	1
AL	goldville	33.085	-85.778	1	1
AL	good hope	34.111	-86.867	8	1
AL	goodwater	33.061	-86.052	6	1
AL	gordo	33.322	-87.904	3	1
AL	gordon	31.144	-85.093	3	1
AL	gordonville	32.159	-86.704	6	1
AL	goshen	31.72	-86.123	3	1
AL	graham	33.455	-85.323	6	0
AL	grand bay	30.472	-88.344	9	0
AL	grant	34.518	-86.26	2	1
AL	grayson valley	33.647	-86.642	2	0
AL	graysville	33.634	-86.941	16	1
AL	greensboro	32.701	-87.594	2	1
AL	greenville	31.843	-86.637	21	1
AL	grimes	31.3	-85.45	1	1
AL	grove hill	31.699	-87.773	8	1
AL	gu win	33.944	-87.87	2	1
AL	guin	33.983	-87.902	15	1
AL	gulf shores	30.276	-87.701	28	1
AL	gulfcrest	30.991	-88.242	2	0
AL	guntersville	34.368	-86.252	26	1
AL	gurley	34.701	-86.38	4	1
AL	hackleburg	34.269	-87.83	15	1
AL	hackneyville	33.055	-85.934	9	0
AL	haleburg	31.41	-85.138	4	1
AL	haleyville	34.234	-87.618	8	1
AL	hamilton	34.139	-87.971	38	1
AL	hammondville	34.566	-85.64	5	1
AL	hanceville	34.064	-86.764	4	1
AL	hanover	33.003	-86.201	4	0
AL	harpersville	33.318	-86.428	21	1
AL	hartford	31.105	-85.691	6	1
AL	hartselle	34.44	-86.94	17	1
AL	harvest	34.855	-86.759	12	0
AL	hatton	34.561	-87.414	1	0
AL	hayden	33.895	-86.744	4	1
AL	hayneville	32.183	-86.579	2	1
AL	hazel green	34.924	-86.567	10	0
AL	headland	31.355	-85.357	30	1
AL	heath	31.345	-86.469	1	1
AL	heflin	33.647	-85.569	16	1
AL	helena	33.283	-86.879	22	1
AL	henagar	34.631	-85.731	23	1
AL	highland lake	33.895	-86.423	2	1
AL	highland lakes	33.398	-86.648	4	0
AL	hillsboro	34.643	-87.178	2	1
AL	hissop	32.891	-86.13	11	0
AL	hobson	31.489	-88.151	3	0
AL	hobson city	33.619	-85.846	1	1
AL	hodges	34.334	-87.923	4	1
AL	hokes bluff	33.99	-85.863	12	1
AL	hollins	33.122	-86.127	12	0
AL	hollis crossroads	33.531	-85.653	12	0
AL	holly pond	34.168	-86.612	4	1
AL	hollywood	34.717	-85.966	9	1
AL	holt	33.23	-87.483	3	0
AL	holtville	32.63	-86.328	22	0
AL	homewood	33.459	-86.81	8	1
AL	hoover	33.379	-86.809	49	1
AL	horn hill	31.238	-86.325	3	1
AL	hueytown	33.409	-87.017	20	1
AL	huguley	32.843	-85.24	8	0
AL	huntsville	34.698	-86.677	224	1
AL	hurtsboro	32.24	-85.415	1	1
AL	hytop	34.897	-86.089	3	1
AL	ider	34.703	-85.669	5	1
AL	indian springs village	33.361	-86.747	4	1
AL	irondale	33.54	-86.659	17	1
AL	ivalee	34.037	-86.147	7	0
AL	jackson	31.532	-87.891	16	1
AL	jacksons gap	32.884	-85.815	9	1
AL	jacksonville	33.81	-85.755	11	1
AL	jasper	33.851	-87.268	29	1
AL	jemison	32.971	-86.733	11	1
AL	joppa	34.3	-86.55	2	0
AL	kansas	33.903	-87.557	1	1
AL	kellyton	32.979	-86.035	1	1
AL	kennedy	33.581	-87.986	3	1
AL	killen	34.861	-87.529	2	1
AL	kimberly	33.777	-86.8	7	1
AL	kinsey	31.296	-85.335	12	1
AL	kinston	31.22	-86.17	5	1
AL	la fayette	32.899	-85.401	9	1
AL	ladonia	32.46	-85.09	3	0
AL	lake view	33.288	-87.133	2	1
AL	lakeview	34.392	-85.976	1	1
AL	lanett	32.859	-85.208	6	1
AL	langston	34.545	-86.093	5	1
AL	leeds	33.547	-86.571	23	1
AL	leesburg	34.179	-85.778	6	1
AL	leighton	34.694	-87.524	2	1
AL	leroy	31.495	-87.973	12	0
AL	lester	34.983	-87.156	2	1
AL	level plains	31.307	-85.769	3	1
AL	lexington	34.959	-87.373	3	1
AL	libertyville	31.24	-86.457	1	1
AL	lillian	30.419	-87.421	2	0
AL	lincoln	33.58	-86.128	26	1
AL	linden	32.301	-87.793	4	1
AL	lineville	33.313	-85.752	10	1
AL	lipscomb	33.426	-86.926	1	1
AL	lisman	32.172	-88.284	3	1
AL	littleville	34.595	-87.671	5	1
AL	livingston	32.596	-88.187	7	1
